,STMD_R,STMD_L,LPTC_R,LPTC_L,LPTC_HR
0,0.0,0.0,0.0,0.0,0.02
1,0.0,0.0,0.0,0.0,0.02
2,0.0,0.0,0.0,0.0,0.02
3,0.0,0.0,0.0,0.0,0.02
4,0.0,0.0,0.0,0.0,0.02
5,0.0,0.0,0.0,0.0,0.02
6,0.0,0.0,0.0,0.0,0.02
7,0.0,0.0,0.0,0.0,0.02
8,0.0,0.0,0.0,0.0,0.02
9,0.0,0.0,0.0,0.0,0.02
10,0.0,0.0,0.0,0.0,0.02
11,0.0,0.0,0.0,0.0,0.02
12,0.0,0.0,0.0,0.0,0.02
13,0.0,0.0,0.0,0.0,0.02
14,0.0,0.0,0.0,0.0,0.02
15,0.0,0.0,0.0,0.0,0.02
16,0.0,0.0,0.0,0.0,0.02
17,0.0,0.0,0.0,0.0,0.02
18,0.0,0.0,0.0,0.0,0.02
19,0.0,0.0,0.0,0.0,0.02
20,0.0,0.0,0.0,0.0,0.02
21,0.0,0.0,0.0,0.0,0.02
22,0.0,0.0,0.0,0.0,0.02
23,0.0,0.0,0.0,0.0,0.02
24,0.0,0.0,0.0,0.0,0.02
25,0.0,0.0,0.0,0.0,0.02
26,0.0,0.0,0.0,0.0,0.02
27,0.0,0.0,0.0,0.0,0.02
28,0.0,0.0,0.0,0.0,0.02
29,0.0,0.0,0.0,0.0,0.02
30,0.0,0.0,0.0,0.0,0.02
31,0.0,0.0,0.0,0.0,0.02
32,0.0,0.0,0.0,0.0,0.02
33,0.0,0.0,0.0,0.0,0.02
34,0.0,0.0,0.0,0.0,0.02
35,0.0,0.0,0.0,0.0,0.02
36,0.0,0.0,0.0,0.0,0.02
37,0.0,0.0,0.0,0.0,0.02
38,0.0,0.0,0.0,0.0,0.02
39,0.0,0.0,0.0,0.0,0.02
40,0.0,0.0,0.0,0.0,0.02
41,0.0,0.0,0.0,0.0,0.02
42,0.0,0.0,0.0,0.0,0.02
43,0.0,0.0,0.0,0.0,0.02
44,0.0,0.0,0.0,0.0,0.02
45,0.0,0.0,0.0,0.0,0.02
46,0.0,0.0,0.0,0.0,0.02
47,0.0,0.0,0.0,0.0,0.02
48,0.0,0.0,0.0,0.0,0.02
49,0.0,0.0,0.0,0.0,0.02
50,0.0,0.0,0.0,0.0,0.02
51,0.0,0.0,0.0,0.0,0.02
52,0.0,0.0,0.0,0.0,0.02
53,0.0,0.0,0.0,0.0,0.02
54,0.0,0.0,0.0,0.0,0.02
55,0.0,0.0,0.0,0.0,0.02
56,0.0,0.0,0.0,0.0,0.02
57,0.0,0.0,0.0,0.0,0.02
58,0.0,0.0,0.0,0.0,0.02
59,0.0,0.0,0.0,4.674258276809471,-4.654258276809472
60,0.0,0.0,0.0,16.713699557235973,-16.693699557235973
61,0.0,0.0,0.0,35.067304983729414,-35.04730498372941
62,0.0,0.0,0.0,53.81651280748353,-53.79651280748352
63,0.0,0.0,0.0,68.57812181209994,-68.55812181209994
64,0.0,0.0,0.0,77.08550451730714,-77.06550451730715
65,0.0,0.0,0.0,79.5494674970635,-79.52946749706351
66,0.0,0.0,0.0,77.58909590762917,-77.56909590762918
67,0.0,0.0,0.0,72.86750702251379,-72.8475070225138
68,0.0,0.0,0.0,66.64241071498698,-66.62241071498698
69,0.0,0.0,0.0,59.81120111762321,-59.79120111762321
70,0.0,0.0,0.0,52.95738130540114,-52.93738130540114
71,0.0,0.0,0.0,45.98243123047249,-45.96243123047249
72,0.0,0.0,0.0,39.945439626103315,-39.92543962610331
73,0.0,0.0,0.0,34.24242356796489,-34.22242356796489
74,0.0,0.0,0.0,29.119120099386087,-29.099120099386088
75,0.0,0.0,0.0,24.73453980070301,-24.71453980070301
76,0.0,0.0,0.0,20.74973745375015,-20.72973745375015
77,0.0,0.0,0.0,17.468185273645005,-17.448185273645006
78,0.0,0.0,0.0,14.496625699712723,-14.476625699712724
79,0.0,0.0,0.0,11.790213276093628,-11.770213276093628
80,0.0,0.0,0.0,9.569026257508217,-9.549026257508217
81,0.0,0.0,0.0,7.377713092250723,-7.357713092250723
82,0.0,0.0,0.0,5.960863237321286,-5.940863237321286
83,0.0,0.0,0.0,4.440768308302117,-4.420768308302118
84,0.0,0.0,0.0,3.3326926112095787,-3.3126926112095787
85,0.0,0.0,0.0,2.2663628537816454,-2.2463628537816454
86,0.0,0.0,0.0,0.5695918327388756,-0.5495918327388756
87,0.0,0.0,0.0,0.0,0.02
88,0.0,0.0,0.0,0.0,0.02
89,0.0,0.0,0.0,0.0,0.02
90,0.0,0.0,0.0,0.0,0.02
91,0.0,0.0,0.0,0.0,0.02
92,0.0,0.0,0.0,0.0,0.02
93,0.0,0.0,0.0,0.0,0.02
94,0.0,0.0,0.0,0.0,0.02
95,0.0,0.0,0.0,0.0,0.02
96,0.0,0.0,0.0,0.0,0.02
97,0.0,0.0,0.0,0.0,0.02
98,0.0,0.0,0.0,0.0,0.02
99,0.0,0.0,0.0,0.0,0.02
100,0.0,0.0,0.0,0.0,0.02
101,0.0,0.0,0.0,0.0,0.02
102,0.0,0.0,0.0,0.0,0.02
103,0.0,0.0,0.0,4.7022982002962515,-4.682298200296252
104,0.0,0.0,0.0,12.593547388514388,-12.573547388514388
105,0.0,0.0,0.0,21.41142730115307,-21.39142730115307
106,0.0,0.0,0.0,28.097165388699235,-28.077165388699235
107,0.0,0.0,0.0,32.11011653985994,-32.090116539859935
108,0.0,0.0,0.0,33.27451478870968,-33.25451478870968
109,0.0,0.0,0.0,32.46308302302429,-32.443083023024286
110,0.0,0.0,0.0,30.250304508105195,-30.230304508105196
111,0.0,0.0,0.0,27.575864124576363,-27.555864124576363
112,0.0,0.0,0.0,24.48455460922789,-24.46455460922789
113,0.0,0.0,0.0,21.557080006143934,-21.537080006143935
114,0.0,0.0,0.0,18.074348445076325,-18.054348445076325
115,0.0,0.0,0.0,15.40800204103107,-15.38800204103107
116,0.0,0.0,0.0,13.153388866360059,-13.13338886636006
117,0.0,0.0,0.0,10.815370104702017,-10.795370104702018
118,0.0,0.0,0.0,8.829292768687148,-8.809292768687149
119,0.0,0.0,0.0,6.692207239580279,-6.672207239580279
120,0.0,0.0,0.0,5.235488778234865,-5.215488778234866
121,0.0,0.0,0.0,3.9470445839232773,-3.9270445839232773
122,0.0,0.0,0.0,2.594828378386146,-2.574828378386146
123,0.0,0.0,0.0,1.3017899368824206,-1.2817899368824206
124,0.0,0.0,0.0,0.0,0.02
125,0.0,0.0,0.0,0.0,0.02
126,0.0,0.0,0.0,0.0,0.02
127,0.0,0.0,0.0,0.0,0.02
128,0.0,0.0,0.0,0.0,0.02
129,0.0,0.0,0.0,0.0,0.02
130,0.0,0.0,0.0,0.0,0.02
131,0.0,0.0,0.0,0.0,0.02
132,0.0,0.0,0.0,0.0,0.02
133,0.0,0.0,0.0,0.0,0.02
134,0.0,0.0,0.0,0.0,0.02
135,0.0,0.0,0.0,0.0,0.02
136,0.0,0.0,0.0,0.0,0.02
137,0.0,0.0,0.0,0.0,0.02
138,0.0,0.0,0.0,0.0,0.02
139,0.0,0.0,0.0,0.0,0.02
140,0.0,0.0,0.0,0.0,0.02
141,0.0,0.0,0.0,0.0,0.02
142,0.0,0.0,0.0,0.0,0.02
143,0.0,0.0,0.0,0.0,0.02
144,0.0,0.0,0.0,0.0,0.02
145,0.0,0.0,0.0,0.0,0.02
146,0.0,0.0,0.0,0.0,0.02
147,0.0,0.0,0.0,0.0,0.02
148,0.0,0.0,0.0,6.3931079402313475,-6.373107940231348
149,0.0,0.0,0.0,12.082450411686512,-12.062450411686513
150,0.0,0.0,0.0,16.633938400860437,-16.613938400860437
151,0.0,0.0,0.0,19.03715720083939,-19.01715720083939
152,0.0,0.0,0.0,19.778381721318837,-19.758381721318838
153,0.0,0.0,0.0,19.297538172151466,-19.277538172151466
154,0.0,0.0,0.0,18.0526478980783,-18.0326478980783
155,0.0,0.0,0.0,16.396588706688974,-16.376588706688974
156,0.0,0.0,0.0,14.21529191904321,-14.19529191904321
157,0.0,0.0,0.0,12.249275989770908,-12.229275989770908
158,0.0,0.0,0.0,10.206821546437128,-10.186821546437129
159,0.0,0.0,0.0,8.19483766049802,-8.17483766049802
160,0.0,0.0,0.0,6.6350615149146766,-6.615061514914677
161,0.0,0.0,0.0,4.681751946273188,-4.6617519462731885
162,0.0,0.0,0.0,2.7300635656174768,-2.7100635656174767
163,0.0,0.0,0.0,1.32238067105139,-1.3023806710513899
164,0.0,0.0,0.0,0.40905715152827793,-0.3890571515282779
165,0.0,0.0,0.0,0.0,0.02
166,0.0,0.0,0.0,0.0,0.02
167,0.0,0.0,0.0,0.0,0.02
168,0.0,0.0,0.0,0.0,0.02
169,0.0,0.0,0.0,0.0,0.02
170,0.0,0.0,0.0,0.0,0.02
171,0.0,0.0,0.0,0.0,0.02
172,0.0,0.0,0.0,0.0,0.02
173,0.0,0.0,0.0,0.0,0.02
174,0.0,0.0,0.0,0.0,0.02
175,0.0,0.0,0.0,0.0,0.02
176,0.0,0.0,0.0,0.0,0.02
177,0.0,0.0,0.0,0.0,0.02
178,0.0,0.0,0.0,0.0,0.02
179,0.0,0.0,0.0,0.0,0.02
180,0.0,0.0,0.0,0.0,0.02
181,0.0,0.0,0.0,0.0,0.02
182,0.0,0.0,0.0,0.0,0.02
183,0.0,0.0,0.0,0.0,0.02
184,0.0,0.0,0.0,0.0,0.02
185,0.0,0.0,0.0,0.0,0.02
186,0.0,0.0,0.0,0.0,0.02
187,0.0,0.0,0.0,0.0,0.02
188,0.0,0.0,0.0,0.0,0.02
189,0.0,0.0,0.0,0.0,0.02
190,0.0,0.0,0.0,0.0,0.02
191,0.0,0.0,0.0,4.556806281347104,-4.536806281347104
192,0.0,0.0,0.0,9.616836401398352,-9.596836401398352
193,0.0,0.0,0.0,13.855206171845362,-13.835206171845362
194,0.0,0.0,0.0,15.924510413231351,-15.904510413231352
195,0.0,0.0,0.0,16.570780446278924,-16.550780446278925
196,0.0,0.0,0.0,16.170157774580456,-16.150157774580457
197,0.0,0.0,0.0,15.108038105969566,-15.088038105969567
198,0.0,0.0,0.0,13.512719161036962,-13.492719161036963
199,0.0,0.0,0.0,11.963659730827537,-11.943659730827537
200,0.0,0.0,0.0,9.80228783352273,-9.78228783352273
201,0.0,0.0,0.0,8.217693424885478,-8.197693424885479
202,0.0,0.0,0.0,6.167208220415345,-6.1472082204153455
203,0.0,0.0,0.0,4.770113599902625,-4.750113599902625
204,0.0,0.0,0.0,3.3584657669512277,-3.3384657669512277
205,0.0,0.0,0.0,1.3738390159351517,-1.3538390159351517
206,0.0,0.0,0.0,0.2051593936985404,-0.1851593936985404
207,0.0,0.0,0.0,0.0,0.02
208,0.0,0.0,0.0,0.0,0.02
209,0.0,0.0,0.0,0.0,0.02
210,0.0,0.0,0.0,0.0,0.02
211,0.0,0.0,0.0,0.0,0.02
212,0.0,0.0,0.0,0.0,0.02
213,0.0,0.0,0.0,0.0,0.02
214,0.0,0.0,0.0,0.0,0.02
215,0.0,0.0,0.0,0.0,0.02
216,0.0,0.0,0.0,0.0,0.02
217,0.0,0.0,0.0,0.0,0.02
218,0.0,0.0,0.0,0.0,0.02
219,0.0,0.0,0.0,0.0,0.02
220,0.0,0.0,0.0,0.0,0.02
221,0.0,0.0,0.0,0.0,0.02
222,0.0,0.0,0.0,0.0,0.02
223,0.0,0.0,0.0,0.0,0.02
224,0.0,0.0,0.0,0.0,0.02
225,0.0,0.0,0.0,0.0,0.02
226,0.0,0.0,0.0,0.0,0.02
227,0.0,0.0,0.0,0.0,0.02
228,0.0,0.0,0.0,0.0,0.02
229,0.0,0.0,0.0,0.0,0.02
230,0.0,0.0,0.0,0.0,0.02
231,0.0,0.0,0.0,0.0,0.02
232,0.0,0.0,0.0,0.0,0.02
233,0.0,0.0,0.0,0.0,0.02
234,0.0,0.0,0.0,4.567763131926757,-4.547763131926757
235,0.0,0.0,0.0,9.41958891487736,-9.399588914877361
236,0.0,0.0,0.0,13.413894931383822,-13.393894931383823
237,0.0,0.0,0.0,15.633838661871744,-15.613838661871744
238,0.0,0.0,0.0,16.27285347892005,-16.252853478920052
239,0.0,0.0,0.0,15.879309329290432,-15.859309329290433
240,0.0,0.0,0.0,14.834946339441528,-14.814946339441528
241,0.0,0.0,0.0,13.264061428747905,-13.244061428747905
