Index	Video	Part	Numparts	Pixel2PR	Blur width
5299	2018_05_31_13_48_46.mj2	4	29	90	216
5300	2018_05_31_13_48_46.mj2	5	29	90	216
5301	2018_05_31_13_48_46.mj2	6	29	90	216
5302	2018_05_31_13_48_46.mj2	7	29	90	216
5303	2018_05_31_13_48_46.mj2	8	29	90	216
5304	2018_05_31_13_48_46.mj2	9	29	90	216
5305	2018_05_31_13_48_46.mj2	10	29	90	216
5306	2018_05_31_13_48_46.mj2	11	29	90	216
5307	2018_05_31_13_48_46.mj2	12	29	90	216
5308	2018_05_31_13_48_46.mj2	13	29	90	216
5309	2018_05_31_13_48_46.mj2	14	29	90	216
5310	2018_05_31_13_48_46.mj2	15	29	90	216
5311	2018_05_31_13_48_46.mj2	16	29	90	216
5312	2018_05_31_13_48_46.mj2	17	29	90	216
5313	2018_05_31_13_48_46.mj2	18	29	90	216
5314	2018_05_31_13_48_46.mj2	19	29	90	216
5315	2018_05_31_13_48_46.mj2	20	29	90	216
5316	2018_05_31_13_48_46.mj2	21	29	90	216
5317	2018_05_31_13_48_46.mj2	22	29	90	216
5318	2018_05_31_13_48_46.mj2	23	29	90	216
5319	2018_05_31_13_48_46.mj2	24	29	90	216
5320	2018_05_31_13_48_46.mj2	25	29	90	216
5321	2018_05_31_13_48_46.mj2	26	29	90	216
5322	2018_05_31_13_48_46.mj2	27	29	90	216
5323	2018_05_31_13_48_46.mj2	28	29	90	216
5324	2018_05_31_13_48_46.mj2	29	29	90	216
5325	2018_05_31_13_48_46.mj2	1	29	90	234
5326	2018_05_31_13_48_46.mj2	2	29	90	234
5327	2018_05_31_13_48_46.mj2	3	29	90	234
5328	2018_05_31_13_48_46.mj2	4	29	90	234
5329	2018_05_31_13_48_46.mj2	5	29	90	234
5330	2018_05_31_13_48_46.mj2	6	29	90	234
5331	2018_05_31_13_48_46.mj2	7	29	90	234
5332	2018_05_31_13_48_46.mj2	8	29	90	234
5333	2018_05_31_13_48_46.mj2	9	29	90	234
5334	2018_05_31_13_48_46.mj2	10	29	90	234
5335	2018_05_31_13_48_46.mj2	11	29	90	234
5336	2018_05_31_13_48_46.mj2	12	29	90	234
5337	2018_05_31_13_48_46.mj2	13	29	90	234
5338	2018_05_31_13_48_46.mj2	14	29	90	234
5339	2018_05_31_13_48_46.mj2	15	29	90	234
5340	2018_05_31_13_48_46.mj2	16	29	90	234
5341	2018_05_31_13_48_46.mj2	17	29	90	234
5342	2018_05_31_13_48_46.mj2	18	29	90	234
5343	2018_05_31_13_48_46.mj2	19	29	90	234
5344	2018_05_31_13_48_46.mj2	20	29	90	234
5345	2018_05_31_13_48_46.mj2	21	29	90	234
5346	2018_05_31_13_48_46.mj2	22	29	90	234
5347	2018_05_31_13_48_46.mj2	23	29	90	234
5348	2018_05_31_13_48_46.mj2	24	29	90	234
5349	2018_05_31_13_48_46.mj2	25	29	90	234
5350	2018_05_31_13_48_46.mj2	26	29	90	234
5351	2018_05_31_13_48_46.mj2	27	29	90	234
5352	2018_05_31_13_48_46.mj2	28	29	90	234
5353	2018_05_31_13_48_46.mj2	29	29	90	234
5354	2018_05_31_13_48_46.mj2	1	29	90	252
5355	2018_05_31_13_48_46.mj2	2	29	90	252
5356	2018_05_31_13_48_46.mj2	3	29	90	252
5357	2018_05_31_13_48_46.mj2	4	29	90	252
5358	2018_05_31_13_48_46.mj2	5	29	90	252
5359	2018_05_31_13_48_46.mj2	6	29	90	252
5360	2018_05_31_13_48_46.mj2	7	29	90	252
5361	2018_05_31_13_48_46.mj2	8	29	90	252
5362	2018_05_31_13_48_46.mj2	9	29	90	252
5363	2018_05_31_13_48_46.mj2	10	29	90	252
5364	2018_05_31_13_48_46.mj2	11	29	90	252
5365	2018_05_31_13_48_46.mj2	12	29	90	252
5366	2018_05_31_13_48_46.mj2	13	29	90	252
5367	2018_05_31_13_48_46.mj2	14	29	90	252
5368	2018_05_31_13_48_46.mj2	15	29	90	252
5369	2018_05_31_13_48_46.mj2	16	29	90	252
5370	2018_05_31_13_48_46.mj2	17	29	90	252
5371	2018_05_31_13_48_46.mj2	18	29	90	252
5372	2018_05_31_13_48_46.mj2	19	29	90	252
5373	2018_05_31_13_48_46.mj2	20	29	90	252
5374	2018_05_31_13_48_46.mj2	21	29	90	252
5375	2018_05_31_13_48_46.mj2	22	29	90	252
5376	2018_05_31_13_48_46.mj2	23	29	90	252
5377	2018_05_31_13_48_46.mj2	24	29	90	252
5378	2018_05_31_13_48_46.mj2	25	29	90	252
5379	2018_05_31_13_48_46.mj2	26	29	90	252
5380	2018_05_31_13_48_46.mj2	27	29	90	252
5381	2018_05_31_13_48_46.mj2	28	29	90	252
5382	2018_05_31_13_48_46.mj2	29	29	90	252
5383	2018_05_31_13_48_46.mj2	1	29	90	270
5384	2018_05_31_13_48_46.mj2	2	29	90	270
5385	2018_05_31_13_48_46.mj2	3	29	90	270
5386	2018_05_31_13_48_46.mj2	4	29	90	270
5387	2018_05_31_13_48_46.mj2	5	29	90	270
5388	2018_05_31_13_48_46.mj2	6	29	90	270
5389	2018_05_31_13_48_46.mj2	7	29	90	270
5390	2018_05_31_13_48_46.mj2	8	29	90	270
5391	2018_05_31_13_48_46.mj2	9	29	90	270
5392	2018_05_31_13_48_46.mj2	10	29	90	270
5393	2018_05_31_13_48_46.mj2	11	29	90	270
5394	2018_05_31_13_48_46.mj2	12	29	90	270
5395	2018_05_31_13_48_46.mj2	13	29	90	270
5396	2018_05_31_13_48_46.mj2	14	29	90	270
5397	2018_05_31_13_48_46.mj2	15	29	90	270
5398	2018_05_31_13_48_46.mj2	16	29	90	270
5399	2018_05_31_13_48_46.mj2	17	29	90	270
5400	2018_05_31_13_48_46.mj2	18	29	90	270
5401	2018_05_31_13_48_46.mj2	19	29	90	270
5402	2018_05_31_13_48_46.mj2	20	29	90	270
5403	2018_05_31_13_48_46.mj2	21	29	90	270
5404	2018_05_31_13_48_46.mj2	22	29	90	270
5405	2018_05_31_13_48_46.mj2	23	29	90	270
5406	2018_05_31_13_48_46.mj2	24	29	90	270
5407	2018_05_31_13_48_46.mj2	25	29	90	270
5408	2018_05_31_13_48_46.mj2	26	29	90	270
5409	2018_05_31_13_48_46.mj2	27	29	90	270
5410	2018_05_31_13_48_46.mj2	28	29	90	270
5411	2018_05_31_13_48_46.mj2	29	29	90	270
5412	2018_05_31_13_48_46.mj2	1	29	90	288
5413	2018_05_31_13_48_46.mj2	2	29	90	288
5414	2018_05_31_13_48_46.mj2	3	29	90	288
5415	2018_05_31_13_48_46.mj2	4	29	90	288
5416	2018_05_31_13_48_46.mj2	5	29	90	288
5417	2018_05_31_13_48_46.mj2	6	29	90	288
5418	2018_05_31_13_48_46.mj2	7	29	90	288
5419	2018_05_31_13_48_46.mj2	8	29	90	288
5420	2018_05_31_13_48_46.mj2	9	29	90	288
5421	2018_05_31_13_48_46.mj2	10	29	90	288
5422	2018_05_31_13_48_46.mj2	11	29	90	288
5423	2018_05_31_13_48_46.mj2	12	29	90	288
5424	2018_05_31_13_48_46.mj2	13	29	90	288
5425	2018_05_31_13_48_46.mj2	14	29	90	288
5426	2018_05_31_13_48_46.mj2	15	29	90	288
5427	2018_05_31_13_48_46.mj2	16	29	90	288
5428	2018_05_31_13_48_46.mj2	17	29	90	288
5429	2018_05_31_13_48_46.mj2	18	29	90	288
5430	2018_05_31_13_48_46.mj2	19	29	90	288
5431	2018_05_31_13_48_46.mj2	20	29	90	288
5432	2018_05_31_13_48_46.mj2	21	29	90	288
5433	2018_05_31_13_48_46.mj2	22	29	90	288
5434	2018_05_31_13_48_46.mj2	23	29	90	288
5435	2018_05_31_13_48_46.mj2	24	29	90	288
5436	2018_05_31_13_48_46.mj2	25	29	90	288
5437	2018_05_31_13_48_46.mj2	26	29	90	288
5438	2018_05_31_13_48_46.mj2	27	29	90	288
5439	2018_05_31_13_48_46.mj2	28	29	90	288
5440	2018_05_31_13_48_46.mj2	29	29	90	288
5441	Pursuit1.mj2	1	66	18	18
5442	Pursuit1.mj2	2	66	18	18
5443	Pursuit1.mj2	3	66	18	18
5444	Pursuit1.mj2	4	66	18	18
5445	Pursuit1.mj2	5	66	18	18
5446	Pursuit1.mj2	6	66	18	18
5447	Pursuit1.mj2	7	66	18	18
5448	Pursuit1.mj2	8	66	18	18
5449	Pursuit1.mj2	9	66	18	18
5450	Pursuit1.mj2	10	66	18	18
5451	Pursuit1.mj2	11	66	18	18
5452	Pursuit1.mj2	12	66	18	18
5453	Pursuit1.mj2	13	66	18	18
5454	Pursuit1.mj2	14	66	18	18
5455	Pursuit1.mj2	15	66	18	18
5456	Pursuit1.mj2	16	66	18	18
5457	Pursuit1.mj2	17	66	18	18
5458	Pursuit1.mj2	18	66	18	18
5459	Pursuit1.mj2	19	66	18	18
5460	Pursuit1.mj2	20	66	18	18
5461	Pursuit1.mj2	21	66	18	18
5462	Pursuit1.mj2	22	66	18	18
5463	Pursuit1.mj2	23	66	18	18
5464	Pursuit1.mj2	24	66	18	18
5465	Pursuit1.mj2	25	66	18	18
5466	Pursuit1.mj2	26	66	18	18
5467	Pursuit1.mj2	27	66	18	18
5468	Pursuit1.mj2	28	66	18	18
5469	Pursuit1.mj2	29	66	18	18
5470	Pursuit1.mj2	30	66	18	18
5471	Pursuit1.mj2	31	66	18	18
5472	Pursuit1.mj2	32	66	18	18
5473	Pursuit1.mj2	33	66	18	18
5474	Pursuit1.mj2	34	66	18	18
5475	Pursuit1.mj2	35	66	18	18
5476	Pursuit1.mj2	36	66	18	18
5477	Pursuit1.mj2	37	66	18	18
5478	Pursuit1.mj2	38	66	18	18
5479	Pursuit1.mj2	39	66	18	18
5480	Pursuit1.mj2	40	66	18	18
5481	Pursuit1.mj2	41	66	18	18
5482	Pursuit1.mj2	42	66	18	18
5483	Pursuit1.mj2	43	66	18	18
5484	Pursuit1.mj2	44	66	18	18
5485	Pursuit1.mj2	45	66	18	18
5486	Pursuit1.mj2	46	66	18	18
5487	Pursuit1.mj2	47	66	18	18
5488	Pursuit1.mj2	48	66	18	18
5489	Pursuit1.mj2	49	66	18	18
5490	Pursuit1.mj2	50	66	18	18
5491	Pursuit1.mj2	51	66	18	18
5492	Pursuit1.mj2	52	66	18	18
5493	Pursuit1.mj2	53	66	18	18
5494	Pursuit1.mj2	54	66	18	18
5495	Pursuit1.mj2	55	66	18	18
5496	Pursuit1.mj2	56	66	18	18
5497	Pursuit1.mj2	57	66	18	18
5498	Pursuit1.mj2	58	66	18	18
5499	Pursuit1.mj2	59	66	18	18
5500	Pursuit1.mj2	60	66	18	18
5501	Pursuit1.mj2	61	66	18	18
5502	Pursuit1.mj2	62	66	18	18
5503	Pursuit1.mj2	63	66	18	18
5504	Pursuit1.mj2	64	66	18	18
5505	Pursuit1.mj2	65	66	18	18
5506	Pursuit1.mj2	66	66	18	18
5507	Pursuit1.mj2	1	66	18	36
5508	Pursuit1.mj2	2	66	18	36
5509	Pursuit1.mj2	3	66	18	36
5510	Pursuit1.mj2	4	66	18	36
5511	Pursuit1.mj2	5	66	18	36
5512	Pursuit1.mj2	6	66	18	36
5513	Pursuit1.mj2	7	66	18	36
5514	Pursuit1.mj2	8	66	18	36
5515	Pursuit1.mj2	9	66	18	36
5516	Pursuit1.mj2	10	66	18	36
5517	Pursuit1.mj2	11	66	18	36
5518	Pursuit1.mj2	12	66	18	36
5519	Pursuit1.mj2	13	66	18	36
5520	Pursuit1.mj2	14	66	18	36
5521	Pursuit1.mj2	15	66	18	36
5522	Pursuit1.mj2	16	66	18	36
5523	Pursuit1.mj2	17	66	18	36
5524	Pursuit1.mj2	18	66	18	36
5525	Pursuit1.mj2	19	66	18	36
5526	Pursuit1.mj2	20	66	18	36
5527	Pursuit1.mj2	21	66	18	36
5528	Pursuit1.mj2	22	66	18	36
5529	Pursuit1.mj2	23	66	18	36
5530	Pursuit1.mj2	24	66	18	36
5531	Pursuit1.mj2	25	66	18	36
5532	Pursuit1.mj2	26	66	18	36
5533	Pursuit1.mj2	27	66	18	36
5534	Pursuit1.mj2	28	66	18	36
5535	Pursuit1.mj2	29	66	18	36
5536	Pursuit1.mj2	30	66	18	36
5537	Pursuit1.mj2	31	66	18	36
5538	Pursuit1.mj2	32	66	18	36
5539	Pursuit1.mj2	33	66	18	36
5540	Pursuit1.mj2	34	66	18	36
5541	Pursuit1.mj2	35	66	18	36
5542	Pursuit1.mj2	36	66	18	36
5543	Pursuit1.mj2	37	66	18	36
5544	Pursuit1.mj2	38	66	18	36
5545	Pursuit1.mj2	39	66	18	36
5546	Pursuit1.mj2	40	66	18	36
5547	Pursuit1.mj2	41	66	18	36
5548	Pursuit1.mj2	42	66	18	36
5549	Pursuit1.mj2	43	66	18	36
5550	Pursuit1.mj2	44	66	18	36
5551	Pursuit1.mj2	45	66	18	36
5552	Pursuit1.mj2	46	66	18	36
5553	Pursuit1.mj2	47	66	18	36
5554	Pursuit1.mj2	48	66	18	36
5555	Pursuit1.mj2	49	66	18	36
5556	Pursuit1.mj2	50	66	18	36
5557	Pursuit1.mj2	51	66	18	36
5558	Pursuit1.mj2	52	66	18	36
5559	Pursuit1.mj2	53	66	18	36
5560	Pursuit1.mj2	54	66	18	36
5561	Pursuit1.mj2	55	66	18	36
5562	Pursuit1.mj2	56	66	18	36
5563	Pursuit1.mj2	57	66	18	36
5564	Pursuit1.mj2	58	66	18	36
5565	Pursuit1.mj2	59	66	18	36
5566	Pursuit1.mj2	60	66	18	36
5567	Pursuit1.mj2	61	66	18	36
5568	Pursuit1.mj2	62	66	18	36
5569	Pursuit1.mj2	63	66	18	36
5570	Pursuit1.mj2	64	66	18	36
5571	Pursuit1.mj2	65	66	18	36
5572	Pursuit1.mj2	66	66	18	36
5573	Pursuit1.mj2	1	66	18	54
5574	Pursuit1.mj2	2	66	18	54
5575	Pursuit1.mj2	3	66	18	54
5576	Pursuit1.mj2	4	66	18	54
5577	Pursuit1.mj2	5	66	18	54
5578	Pursuit1.mj2	6	66	18	54
5579	Pursuit1.mj2	7	66	18	54
5580	Pursuit1.mj2	8	66	18	54
5581	Pursuit1.mj2	9	66	18	54
5582	Pursuit1.mj2	10	66	18	54
5583	Pursuit1.mj2	11	66	18	54
5584	Pursuit1.mj2	12	66	18	54
5585	Pursuit1.mj2	13	66	18	54
5586	Pursuit1.mj2	14	66	18	54
5587	Pursuit1.mj2	15	66	18	54
5588	Pursuit1.mj2	16	66	18	54
5589	Pursuit1.mj2	17	66	18	54
5590	Pursuit1.mj2	18	66	18	54
5591	Pursuit1.mj2	19	66	18	54
5592	Pursuit1.mj2	20	66	18	54
5593	Pursuit1.mj2	21	66	18	54
5594	Pursuit1.mj2	22	66	18	54
5595	Pursuit1.mj2	23	66	18	54
5596	Pursuit1.mj2	24	66	18	54
5597	Pursuit1.mj2	25	66	18	54
5598	Pursuit1.mj2	26	66	18	54
5599	Pursuit1.mj2	27	66	18	54
5600	Pursuit1.mj2	28	66	18	54
5601	Pursuit1.mj2	29	66	18	54
5602	Pursuit1.mj2	30	66	18	54
5603	Pursuit1.mj2	31	66	18	54
5604	Pursuit1.mj2	32	66	18	54
5605	Pursuit1.mj2	33	66	18	54
5606	Pursuit1.mj2	34	66	18	54
5607	Pursuit1.mj2	35	66	18	54
5608	Pursuit1.mj2	36	66	18	54
5609	Pursuit1.mj2	37	66	18	54
5610	Pursuit1.mj2	38	66	18	54
5611	Pursuit1.mj2	39	66	18	54
5612	Pursuit1.mj2	40	66	18	54
5613	Pursuit1.mj2	41	66	18	54
5614	Pursuit1.mj2	42	66	18	54
5615	Pursuit1.mj2	43	66	18	54
5616	Pursuit1.mj2	44	66	18	54
5617	Pursuit1.mj2	45	66	18	54
5618	Pursuit1.mj2	46	66	18	54
5619	Pursuit1.mj2	47	66	18	54
5620	Pursuit1.mj2	48	66	18	54
5621	Pursuit1.mj2	49	66	18	54
5622	Pursuit1.mj2	50	66	18	54
5623	Pursuit1.mj2	51	66	18	54
5624	Pursuit1.mj2	52	66	18	54
5625	Pursuit1.mj2	53	66	18	54
5626	Pursuit1.mj2	54	66	18	54
5627	Pursuit1.mj2	55	66	18	54
5628	Pursuit1.mj2	56	66	18	54
5629	Pursuit1.mj2	57	66	18	54
5630	Pursuit1.mj2	58	66	18	54
5631	Pursuit1.mj2	59	66	18	54
5632	Pursuit1.mj2	60	66	18	54
5633	Pursuit1.mj2	61	66	18	54
5634	Pursuit1.mj2	62	66	18	54
5635	Pursuit1.mj2	63	66	18	54
5636	Pursuit1.mj2	64	66	18	54
5637	Pursuit1.mj2	65	66	18	54
5638	Pursuit1.mj2	66	66	18	54
5639	Pursuit1.mj2	1	66	18	72
5640	Pursuit1.mj2	2	66	18	72
5641	Pursuit1.mj2	3	66	18	72
5642	Pursuit1.mj2	4	66	18	72
5643	Pursuit1.mj2	5	66	18	72
5644	Pursuit1.mj2	6	66	18	72
5645	Pursuit1.mj2	7	66	18	72
5646	Pursuit1.mj2	8	66	18	72
5647	Pursuit1.mj2	9	66	18	72
5648	Pursuit1.mj2	10	66	18	72
5649	Pursuit1.mj2	11	66	18	72
5650	Pursuit1.mj2	12	66	18	72
5651	Pursuit1.mj2	13	66	18	72
5652	Pursuit1.mj2	14	66	18	72
5653	Pursuit1.mj2	15	66	18	72
5654	Pursuit1.mj2	16	66	18	72
5655	Pursuit1.mj2	17	66	18	72
5656	Pursuit1.mj2	18	66	18	72
5657	Pursuit1.mj2	19	66	18	72
5658	Pursuit1.mj2	20	66	18	72
5659	Pursuit1.mj2	21	66	18	72
5660	Pursuit1.mj2	22	66	18	72
5661	Pursuit1.mj2	23	66	18	72
5662	Pursuit1.mj2	24	66	18	72
5663	Pursuit1.mj2	25	66	18	72
5664	Pursuit1.mj2	26	66	18	72
5665	Pursuit1.mj2	27	66	18	72
5666	Pursuit1.mj2	28	66	18	72
5667	Pursuit1.mj2	29	66	18	72
5668	Pursuit1.mj2	30	66	18	72
5669	Pursuit1.mj2	31	66	18	72
5670	Pursuit1.mj2	32	66	18	72
5671	Pursuit1.mj2	33	66	18	72
5672	Pursuit1.mj2	34	66	18	72
5673	Pursuit1.mj2	35	66	18	72
5674	Pursuit1.mj2	36	66	18	72
5675	Pursuit1.mj2	37	66	18	72
5676	Pursuit1.mj2	38	66	18	72
5677	Pursuit1.mj2	39	66	18	72
5678	Pursuit1.mj2	40	66	18	72
5679	Pursuit1.mj2	41	66	18	72
5680	Pursuit1.mj2	42	66	18	72
5681	Pursuit1.mj2	43	66	18	72
5682	Pursuit1.mj2	44	66	18	72
5683	Pursuit1.mj2	45	66	18	72
5684	Pursuit1.mj2	46	66	18	72
5685	Pursuit1.mj2	47	66	18	72
5686	Pursuit1.mj2	48	66	18	72
5687	Pursuit1.mj2	49	66	18	72
5688	Pursuit1.mj2	50	66	18	72
5689	Pursuit1.mj2	51	66	18	72
5690	Pursuit1.mj2	52	66	18	72
5691	Pursuit1.mj2	53	66	18	72
5692	Pursuit1.mj2	54	66	18	72
5693	Pursuit1.mj2	55	66	18	72
5694	Pursuit1.mj2	56	66	18	72
5695	Pursuit1.mj2	57	66	18	72
5696	Pursuit1.mj2	58	66	18	72
5697	Pursuit1.mj2	59	66	18	72
5698	Pursuit1.mj2	60	66	18	72
5699	Pursuit1.mj2	61	66	18	72
5700	Pursuit1.mj2	62	66	18	72
5701	Pursuit1.mj2	63	66	18	72
5702	Pursuit1.mj2	64	66	18	72
5703	Pursuit1.mj2	65	66	18	72
5704	Pursuit1.mj2	66	66	18	72
5705	Pursuit1.mj2	1	66	18	90
5706	Pursuit1.mj2	2	66	18	90
5707	Pursuit1.mj2	3	66	18	90
5708	Pursuit1.mj2	4	66	18	90
5709	Pursuit1.mj2	5	66	18	90
5710	Pursuit1.mj2	6	66	18	90
5711	Pursuit1.mj2	7	66	18	90
5712	Pursuit1.mj2	8	66	18	90
5713	Pursuit1.mj2	9	66	18	90
5714	Pursuit1.mj2	10	66	18	90
5715	Pursuit1.mj2	11	66	18	90
5716	Pursuit1.mj2	12	66	18	90
5717	Pursuit1.mj2	13	66	18	90
5718	Pursuit1.mj2	14	66	18	90
5719	Pursuit1.mj2	15	66	18	90
5720	Pursuit1.mj2	16	66	18	90
5721	Pursuit1.mj2	17	66	18	90
5722	Pursuit1.mj2	18	66	18	90
5723	Pursuit1.mj2	19	66	18	90
5724	Pursuit1.mj2	20	66	18	90
5725	Pursuit1.mj2	21	66	18	90
5726	Pursuit1.mj2	22	66	18	90
5727	Pursuit1.mj2	23	66	18	90
5728	Pursuit1.mj2	24	66	18	90
5729	Pursuit1.mj2	25	66	18	90
5730	Pursuit1.mj2	26	66	18	90
5731	Pursuit1.mj2	27	66	18	90
5732	Pursuit1.mj2	28	66	18	90
5733	Pursuit1.mj2	29	66	18	90
5734	Pursuit1.mj2	30	66	18	90
5735	Pursuit1.mj2	31	66	18	90
5736	Pursuit1.mj2	32	66	18	90
5737	Pursuit1.mj2	33	66	18	90
5738	Pursuit1.mj2	34	66	18	90
5739	Pursuit1.mj2	35	66	18	90
5740	Pursuit1.mj2	36	66	18	90
5741	Pursuit1.mj2	37	66	18	90
5742	Pursuit1.mj2	38	66	18	90
5743	Pursuit1.mj2	39	66	18	90
5744	Pursuit1.mj2	40	66	18	90
5745	Pursuit1.mj2	41	66	18	90
5746	Pursuit1.mj2	42	66	18	90
5747	Pursuit1.mj2	43	66	18	90
5748	Pursuit1.mj2	44	66	18	90
5749	Pursuit1.mj2	45	66	18	90
5750	Pursuit1.mj2	46	66	18	90
5751	Pursuit1.mj2	47	66	18	90
5752	Pursuit1.mj2	48	66	18	90
5753	Pursuit1.mj2	49	66	18	90
5754	Pursuit1.mj2	50	66	18	90
5755	Pursuit1.mj2	51	66	18	90
5756	Pursuit1.mj2	52	66	18	90
5757	Pursuit1.mj2	53	66	18	90
5758	Pursuit1.mj2	54	66	18	90
5759	Pursuit1.mj2	55	66	18	90
5760	Pursuit1.mj2	56	66	18	90
5761	Pursuit1.mj2	57	66	18	90
5762	Pursuit1.mj2	58	66	18	90
5763	Pursuit1.mj2	59	66	18	90
5764	Pursuit1.mj2	60	66	18	90
5765	Pursuit1.mj2	61	66	18	90
5766	Pursuit1.mj2	62	66	18	90
5767	Pursuit1.mj2	63	66	18	90
5768	Pursuit1.mj2	64	66	18	90
5769	Pursuit1.mj2	65	66	18	90
5770	Pursuit1.mj2	66	66	18	90
5771	Pursuit1.mj2	1	66	18	108
5772	Pursuit1.mj2	2	66	18	108
5773	Pursuit1.mj2	3	66	18	108
5774	Pursuit1.mj2	4	66	18	108
5775	Pursuit1.mj2	5	66	18	108
5776	Pursuit1.mj2	6	66	18	108
5777	Pursuit1.mj2	7	66	18	108
5778	Pursuit1.mj2	8	66	18	108
5779	Pursuit1.mj2	9	66	18	108
5780	Pursuit1.mj2	10	66	18	108
5781	Pursuit1.mj2	11	66	18	108
5782	Pursuit1.mj2	12	66	18	108
5783	Pursuit1.mj2	13	66	18	108
5784	Pursuit1.mj2	14	66	18	108
5785	Pursuit1.mj2	15	66	18	108
5786	Pursuit1.mj2	16	66	18	108
5787	Pursuit1.mj2	17	66	18	108
5788	Pursuit1.mj2	18	66	18	108
5789	Pursuit1.mj2	19	66	18	108
5790	Pursuit1.mj2	20	66	18	108
5791	Pursuit1.mj2	21	66	18	108
5792	Pursuit1.mj2	22	66	18	108
5793	Pursuit1.mj2	23	66	18	108
5794	Pursuit1.mj2	24	66	18	108
5795	Pursuit1.mj2	25	66	18	108
5796	Pursuit1.mj2	26	66	18	108
5797	Pursuit1.mj2	27	66	18	108
5798	Pursuit1.mj2	28	66	18	108
5799	Pursuit1.mj2	29	66	18	108
5800	Pursuit1.mj2	30	66	18	108
5801	Pursuit1.mj2	31	66	18	108
5802	Pursuit1.mj2	32	66	18	108
5803	Pursuit1.mj2	33	66	18	108
5804	Pursuit1.mj2	34	66	18	108
5805	Pursuit1.mj2	35	66	18	108
5806	Pursuit1.mj2	36	66	18	108
5807	Pursuit1.mj2	37	66	18	108
5808	Pursuit1.mj2	38	66	18	108
5809	Pursuit1.mj2	39	66	18	108
5810	Pursuit1.mj2	40	66	18	108
5811	Pursuit1.mj2	41	66	18	108
5812	Pursuit1.mj2	42	66	18	108
5813	Pursuit1.mj2	43	66	18	108
5814	Pursuit1.mj2	44	66	18	108
5815	Pursuit1.mj2	45	66	18	108
5816	Pursuit1.mj2	46	66	18	108
5817	Pursuit1.mj2	47	66	18	108
5818	Pursuit1.mj2	48	66	18	108
5819	Pursuit1.mj2	49	66	18	108
5820	Pursuit1.mj2	50	66	18	108
5821	Pursuit1.mj2	51	66	18	108
5822	Pursuit1.mj2	52	66	18	108
5823	Pursuit1.mj2	53	66	18	108
5824	Pursuit1.mj2	54	66	18	108
5825	Pursuit1.mj2	55	66	18	108
5826	Pursuit1.mj2	56	66	18	108
5827	Pursuit1.mj2	57	66	18	108
5828	Pursuit1.mj2	58	66	18	108
5829	Pursuit1.mj2	59	66	18	108
5830	Pursuit1.mj2	60	66	18	108
5831	Pursuit1.mj2	61	66	18	108
5832	Pursuit1.mj2	62	66	18	108
5833	Pursuit1.mj2	63	66	18	108
5834	Pursuit1.mj2	64	66	18	108
5835	Pursuit1.mj2	65	66	18	108
5836	Pursuit1.mj2	66	66	18	108
5837	Pursuit1.mj2	1	66	18	126
5838	Pursuit1.mj2	2	66	18	126
5839	Pursuit1.mj2	3	66	18	126
5840	Pursuit1.mj2	4	66	18	126
5841	Pursuit1.mj2	5	66	18	126
5842	Pursuit1.mj2	6	66	18	126
5843	Pursuit1.mj2	7	66	18	126
5844	Pursuit1.mj2	8	66	18	126
5845	Pursuit1.mj2	9	66	18	126
5846	Pursuit1.mj2	10	66	18	126
5847	Pursuit1.mj2	11	66	18	126
5848	Pursuit1.mj2	12	66	18	126
5849	Pursuit1.mj2	13	66	18	126
5850	Pursuit1.mj2	14	66	18	126
5851	Pursuit1.mj2	15	66	18	126
5852	Pursuit1.mj2	16	66	18	126
5853	Pursuit1.mj2	17	66	18	126
5854	Pursuit1.mj2	18	66	18	126
5855	Pursuit1.mj2	19	66	18	126
5856	Pursuit1.mj2	20	66	18	126
5857	Pursuit1.mj2	21	66	18	126
5858	Pursuit1.mj2	22	66	18	126
5859	Pursuit1.mj2	23	66	18	126
5860	Pursuit1.mj2	24	66	18	126
5861	Pursuit1.mj2	25	66	18	126
5862	Pursuit1.mj2	26	66	18	126
5863	Pursuit1.mj2	27	66	18	126
5864	Pursuit1.mj2	28	66	18	126
5865	Pursuit1.mj2	29	66	18	126
5866	Pursuit1.mj2	30	66	18	126
5867	Pursuit1.mj2	31	66	18	126
5868	Pursuit1.mj2	32	66	18	126
5869	Pursuit1.mj2	33	66	18	126
5870	Pursuit1.mj2	34	66	18	126
5871	Pursuit1.mj2	35	66	18	126
5872	Pursuit1.mj2	36	66	18	126
5873	Pursuit1.mj2	37	66	18	126
5874	Pursuit1.mj2	38	66	18	126
5875	Pursuit1.mj2	39	66	18	126
5876	Pursuit1.mj2	40	66	18	126
5877	Pursuit1.mj2	41	66	18	126
5878	Pursuit1.mj2	42	66	18	126
5879	Pursuit1.mj2	43	66	18	126
5880	Pursuit1.mj2	44	66	18	126
5881	Pursuit1.mj2	45	66	18	126
5882	Pursuit1.mj2	46	66	18	126
5883	Pursuit1.mj2	47	66	18	126
5884	Pursuit1.mj2	48	66	18	126
5885	Pursuit1.mj2	49	66	18	126
5886	Pursuit1.mj2	50	66	18	126
5887	Pursuit1.mj2	51	66	18	126
5888	Pursuit1.mj2	52	66	18	126
5889	Pursuit1.mj2	53	66	18	126
5890	Pursuit1.mj2	54	66	18	126
5891	Pursuit1.mj2	55	66	18	126
5892	Pursuit1.mj2	56	66	18	126
5893	Pursuit1.mj2	57	66	18	126
5894	Pursuit1.mj2	58	66	18	126
